Key,Chord_Progression,ChordName,Voicing,Emotion,Scale,File_Path
Eb minor,IIm7b5-V7-Im7,Fm7b5-Bb7-Ebm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(D#:Eb)-IIm7b5-V7-Im7.mid
D minor,IIm7b5-V7-Im7,Em7b5-A7-Dm7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(D)-IIm7b5-V7-Im7.mid
E minor,IIm7b5-V7-Im7,F#m7b5-B7-Em7,Drop 2,Delicate,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(E:Fb)-IIm7b5-V7-Im7.mid
F# minor,IIm7b5-V7-Im7,Abm7b5-C#7-F#m7,Drop 2,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(F#:Gb)-IIm7b5-V7-Im7.mid
F minor,IIm7b5-V7-Im7,Gm7b5-C7-Fm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(F:E#)-IIm7b5-V7-Im7.mid
Ab minor,IIm7b5-V7-Im7,Bbm7b5-Eb7-Abm7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(G#:Ab)-IIm7b5-V7-Im7.mid
G minor,IIm7b5-V7-Im7,Am7b5-D7-Gm7,Drop 2,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwo/(G)-IIm7b5-V7-Im7.mid
Bb minor,IIm7b5-V7-Im7,Cm7b5-F7-Bbm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(A#:Bb)-IIm7b5-V7-Im7.mid
A minor,IIm7b5-V7-Im7,Bm7b5-E7-Am7,Drop 2+4,soft,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(A)-IIm7b5-V7-Im7.mid
B minor,IIm7b5-V7-Im7,C#m7b5-F#7-Bm7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(B:Cb)-IIm7b5-V7-Im7.mid
C# minor,IIm7b5-V7-Im7,Ebm7b5-Ab7-C#m7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(C#:Db)-IIm7b5-V7-Im7.mid
C minor,IIm7b5-V7-Im7,Dm7b5-G7-Cm7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(C:B#)-IIm7b5-V7-Im7.mid
Eb minor,IIm7b5-V7-Im7,Fm7b5-Bb7-Ebm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(D#:Eb)-IIm7b5-V7-Im7.mid
D minor,IIm7b5-V7-Im7,Em7b5-A7-Dm7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(D)-IIm7b5-V7-Im7.mid
E minor,IIm7b5-V7-Im7,F#m7b5-B7-Em7,Drop 2+4,Delicate,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(E:Fb)-IIm7b5-V7-Im7.mid
F# minor,IIm7b5-V7-Im7,Abm7b5-C#7-F#m7,Drop 2+4,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(F#:Gb)-IIm7b5-V7-Im7.mid
F minor,IIm7b5-V7-Im7,Gm7b5-C7-Fm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(F:E#)-IIm7b5-V7-Im7.mid
Ab minor,IIm7b5-V7-Im7,Bbm7b5-Eb7-Abm7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(G#:Ab)-IIm7b5-V7-Im7.mid
G minor,IIm7b5-V7-Im7,Am7b5-D7-Gm7,Drop 2+4,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropTwoFour/(G)-IIm7b5-V7-Im7.mid
Bb minor,IIm7b5-V7-Im7,Cm7b5-F7-Bbm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(A#:Bb)-IIm7b5-V7-Im7.mid
A minor,IIm7b5-V7-Im7,Bm7b5-E7-Am7,Drop 3,soft,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(A)-IIm7b5-V7-Im7.mid
B minor,IIm7b5-V7-Im7,C#m7b5-F#7-Bm7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(B:Cb)-IIm7b5-V7-Im7.mid
C# minor,IIm7b5-V7-Im7,Ebm7b5-Ab7-C#m7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(C#:Db)-IIm7b5-V7-Im7.mid
C minor,IIm7b5-V7-Im7,Dm7b5-G7-Cm7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(C:B#)-IIm7b5-V7-Im7.mid
Eb minor,IIm7b5-V7-Im7,Fm7b5-Bb7-Ebm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(D#:Eb)-IIm7b5-V7-Im7.mid
D minor,IIm7b5-V7-Im7,Em7b5-A7-Dm7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(D)-IIm7b5-V7-Im7.mid
E minor,IIm7b5-V7-Im7,F#m7b5-B7-Em7,Drop 3,Delicate,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(E:Fb)-IIm7b5-V7-Im7.mid
F# minor,IIm7b5-V7-Im7,Abm7b5-C#7-F#m7,Drop 3,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(F#:Gb)-IIm7b5-V7-Im7.mid
F minor,IIm7b5-V7-Im7,Gm7b5-C7-Fm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(F:E#)-IIm7b5-V7-Im7.mid
Ab minor,IIm7b5-V7-Im7,Bbm7b5-Eb7-Abm7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(G#:Ab)-IIm7b5-V7-Im7.mid
G minor,IIm7b5-V7-Im7,Am7b5-D7-Gm7,Drop 3,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IIm7b5-V7-Im7/DropThree/(G)-IIm7b5-V7-Im7.mid
Bb minor,IVm6-Imaj7,Ebm6-Bbmaj7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/A#:Bb.mid
A minor,IVm6-Imaj7,Dm6-Amaj7,Four-Way Close,soft,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/A.mid
B minor,IVm6-Imaj7,Em6-Bmaj7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/B:Cb.mid
C# minor,IVm6-Imaj7,F#m6-C#maj7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/C#:Db.mid
C minor,IVm6-Imaj7,Fm6-Cmaj7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/C:B#.mid
Eb minor,IVm6-Imaj7,Abm6-Ebmaj7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/D#:Eb.mid
D minor,IVm6-Imaj7,Gm6-Dmaj7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/D.mid
E minor,IVm6-Imaj7,Am6-Emaj7,Four-Way Close,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/E:Fb.mid
F# minor,IVm6-Imaj7,Bm6-F#maj7,Four-Way Close,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/F#:Gb.mid
F minor,IVm6-Imaj7,Bbm6-Fmaj7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/F:E#.mid
Ab minor,IVm6-Imaj7,C#m6-Abmaj7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/G#:Ab.mid
G minor,IVm6-Imaj7,Cm6-Gmaj7,Four-Way Close,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/FourWayClose/G.mid
Bb minor,IVm6-Imaj7,Ebm6-Bbmaj7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/A#:Bb.mid
A minor,IVm6-Imaj7,Dm6-Amaj7,Drop 2,soft,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/A.mid
B minor,IVm6-Imaj7,Em6-Bmaj7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/B:Cb.mid
C# minor,IVm6-Imaj7,F#m6-C#maj7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/C#:Db.mid
C minor,IVm6-Imaj7,Fm6-Cmaj7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/C:B#.mid
Eb minor,IVm6-Imaj7,Abm6-Ebmaj7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/D#:Eb.mid
D minor,IVm6-Imaj7,Gm6-Dmaj7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/D.mid
E minor,IVm6-Imaj7,Am6-Emaj7,Drop 2,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/E:Fb.mid
F# minor,IVm6-Imaj7,Bm6-F#maj7,Drop 2,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/F#:Gb.mid
F minor,IVm6-Imaj7,Bbm6-Fmaj7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/F:E#.mid
Ab minor,IVm6-Imaj7,C#m6-Abmaj7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/G#:Ab.mid
G minor,IVm6-Imaj7,Cm6-Gmaj7,Drop 2,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwo/G.mid
Bb minor,IVm6-Imaj7,Ebm6-Bbmaj7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/A#:Bb.mid
A minor,IVm6-Imaj7,Dm6-Amaj7,Drop 2+4,soft,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/A.mid
B minor,IVm6-Imaj7,Em6-Bmaj7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/B:Cb.mid
C# minor,IVm6-Imaj7,F#m6-C#maj7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/C#:Db.mid
C minor,IVm6-Imaj7,Fm6-Cmaj7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/C:B#.mid
Eb minor,IVm6-Imaj7,Abm6-Ebmaj7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/D#:Eb.mid
D minor,IVm6-Imaj7,Gm6-Dmaj7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/D.mid
E minor,IVm6-Imaj7,Am6-Emaj7,Drop 2+4,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/E:Fb.mid
F# minor,IVm6-Imaj7,Bm6-F#maj7,Drop 2+4,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/F#:Gb.mid
F minor,IVm6-Imaj7,Bbm6-Fmaj7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/F:E#.mid
Ab minor,IVm6-Imaj7,C#m6-Abmaj7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/G#:Ab.mid
G minor,IVm6-Imaj7,Cm6-Gmaj7,Drop 2+4,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropTwoFour/G.mid
Bb minor,IVm6-Imaj7,Ebm6-Bbmaj7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/A#:Bb.mid
A minor,IVm6-Imaj7,Dm6-Amaj7,Drop 3,soft,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/A.mid
B minor,IVm6-Imaj7,Em6-Bmaj7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/B:Cb.mid
C# minor,IVm6-Imaj7,F#m6-C#maj7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/C#:Db.mid
C minor,IVm6-Imaj7,Fm6-Cmaj7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/C:B#.mid
Eb minor,IVm6-Imaj7,Abm6-Ebmaj7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/D#:Eb.mid
D minor,IVm6-Imaj7,Gm6-Dmaj7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/D.mid
E minor,IVm6-Imaj7,Am6-Emaj7,Drop 3,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/E:Fb.mid
F# minor,IVm6-Imaj7,Bm6-F#maj7,Drop 3,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/F#:Gb.mid
F minor,IVm6-Imaj7,Bbm6-Fmaj7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/F:E#.mid
Ab minor,IVm6-Imaj7,C#m6-Abmaj7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/G#:Ab.mid
G minor,IVm6-Imaj7,Cm6-Gmaj7,Drop 3,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm6-Imaj7/DropThree/G.mid
Bb minor,IVm7-V7-Im7,Ebm7-F7-Bbm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/A#:Bb.mid
A minor,IVm7-V7-Im7,Dm7-E7-Am7,Four-Way Close,soft,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/A.mid
B minor,IVm7-V7-Im7,Em7-F#7-Bm7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/B:Cb.mid
C# minor,IVm7-V7-Im7,F#m7-Ab7-C#m7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/C#:Db.mid
C minor,IVm7-V7-Im7,Fm7-G7-Cm7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/C:B#.mid
Eb minor,IVm7-V7-Im7,Abm7-Bb7-Ebm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/D#:Eb.mid
D minor,IVm7-V7-Im7,Gm7-A7-Dm7,Four-Way Close,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/D.mid
E minor,IVm7-V7-Im7,Am7-B7-Em7,Four-Way Close,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/E:Fb.mid
F# minor,IVm7-V7-Im7,Bm7-C#7-F#m7,Four-Way Close,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/F#:Gb.mid
F minor,IVm7-V7-Im7,Bbm7-C7-Fm7,Four-Way Close,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/F:E#.mid
Ab minor,IVm7-V7-Im7,C#m7-Eb7-Abm7,Four-Way Close,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/G#:Ab.mid
G minor,IVm7-V7-Im7,Cm7-D7-Gm7,Four-Way Close,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/FourWayClose/G.mid
Bb minor,IVm7-V7-Im7,Ebm7-F7-Bbm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/A#:Bb.mid
A minor,IVm7-V7-Im7,Dm7-E7-Am7,Drop 2,soft,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/A.mid
B minor,IVm7-V7-Im7,Em7-F#7-Bm7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/B:Cb.mid
C# minor,IVm7-V7-Im7,F#m7-Ab7-C#m7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/C#:Db.mid
C minor,IVm7-V7-Im7,Fm7-G7-Cm7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/C:B#.mid
Eb minor,IVm7-V7-Im7,Abm7-Bb7-Ebm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/D#:Eb.mid
D minor,IVm7-V7-Im7,Gm7-A7-Dm7,Drop 2,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/D.mid
E minor,IVm7-V7-Im7,Am7-B7-Em7,Drop 2,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/E:Fb.mid
F# minor,IVm7-V7-Im7,Bm7-C#7-F#m7,Drop 2,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/F#:Gb.mid
F minor,IVm7-V7-Im7,Bbm7-C7-Fm7,Drop 2,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/F:E#.mid
Ab minor,IVm7-V7-Im7,C#m7-Eb7-Abm7,Drop 2,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/G#:Ab.mid
G minor,IVm7-V7-Im7,Cm7-D7-Gm7,Drop 2,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwo/G.mid
Bb minor,IVm7-V7-Im7,Ebm7-F7-Bbm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/A#:Bb.mid
A minor,IVm7-V7-Im7,Dm7-E7-Am7,Drop 2+4,soft,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/A.mid
B minor,IVm7-V7-Im7,Em7-F#7-Bm7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/B:Cb.mid
C# minor,IVm7-V7-Im7,F#m7-Ab7-C#m7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/C#:Db.mid
C minor,IVm7-V7-Im7,Fm7-G7-Cm7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/C:B#.mid
Eb minor,IVm7-V7-Im7,Abm7-Bb7-Ebm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/D#:Eb.mid
D minor,IVm7-V7-Im7,Gm7-A7-Dm7,Drop 2+4,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/D.mid
E minor,IVm7-V7-Im7,Am7-B7-Em7,Drop 2+4,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/E:Fb.mid
F# minor,IVm7-V7-Im7,Bm7-C#7-F#m7,Drop 2+4,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/F#:Gb.mid
F minor,IVm7-V7-Im7,Bbm7-C7-Fm7,Drop 2+4,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/F:E#.mid
Ab minor,IVm7-V7-Im7,C#m7-Eb7-Abm7,Drop 2+4,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/G#:Ab.mid
G minor,IVm7-V7-Im7,Cm7-D7-Gm7,Drop 2+4,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropTwoFour/G.mid
Bb minor,IVm7-V7-Im7,Ebm7-F7-Bbm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/A#:Bb.mid
A minor,IVm7-V7-Im7,Dm7-E7-Am7,Drop 3,soft,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/A.mid
B minor,IVm7-V7-Im7,Em7-F#7-Bm7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/B:Cb.mid
C# minor,IVm7-V7-Im7,F#m7-Ab7-C#m7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/C#:Db.mid
C minor,IVm7-V7-Im7,Fm7-G7-Cm7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/C:B#.mid
Eb minor,IVm7-V7-Im7,Abm7-Bb7-Ebm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/D#:Eb.mid
D minor,IVm7-V7-Im7,Gm7-A7-Dm7,Drop 3,Lonely,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/D.mid
E minor,IVm7-V7-Im7,Am7-B7-Em7,Drop 3,Delicate,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/E:Fb.mid
F# minor,IVm7-V7-Im7,Bm7-C#7-F#m7,Drop 3,Gloomy,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/F#:Gb.mid
F minor,IVm7-V7-Im7,Bbm7-C7-Fm7,Drop 3,Despair,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/F:E#.mid
Ab minor,IVm7-V7-Im7,C#m7-Eb7-Abm7,Drop 3,Depressive,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/G#:Ab.mid
G minor,IVm7-V7-Im7,Cm7-D7-Gm7,Drop 3,Uneasiness,Harmonic minor,Dataset/Fundamental_progression/IVm7-V7-Im7/DropThree/G.mid
Bb,IVm7-bVII7-Imaj7,Ebm7-Ab7-Bbmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/A#:Bb.mid
A,IVm7-bVII7-Imaj7,Dm7-G7-Amaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/A.mid
B,IVm7-bVII7-Imaj7,Em7-A7-Bmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/B:Cb.mid
Db,IVm7-bVII7-Imaj7,F#m7-B7-Dbmaj7,Four-Way Close,Depressive,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/C#:Db.mid
C,IVm7-bVII7-Imaj7,Fm7-Bb7-Cmaj7,Four-Way Close,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/C:B#.mid
Eb,IVm7-bVII7-Imaj7,Abm7-Db7-Ebmaj7,Four-Way Close,Love,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/D#:Eb.mid
D,IVm7-bVII7-Imaj7,Gm7-C7-Dmaj7,Four-Way Close,Delicate,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/D.mid
E,IVm7-bVII7-Imaj7,Am7-D7-Emaj7,Four-Way Close,Vital,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/E:Fb.mid
F#,IVm7-bVII7-Imaj7,Bm7-E7-F#maj7,Four-Way Close,Victorious,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/F#:Gb.mid
F,IVm7-bVII7-Imaj7,Bbm7-Eb7-Fmaj7,Four-Way Close,soft,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/F:E#.mid
Ab,IVm7-bVII7-Imaj7,Dbm7-F#7-Abmaj7,Four-Way Close,Epic,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/G#:Ab.mid
G,IVm7-bVII7-Imaj7,Cm7-F7-Gmaj7,Four-Way Close,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/FourWayClose/G.mid
Bb,IVm7-bVII7-Imaj7,Ebm7-Ab7-Bbmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/A#:Bb.mid
A,IVm7-bVII7-Imaj7,Dm7-G7-Amaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/A.mid
B,IVm7-bVII7-Imaj7,Em7-A7-Bmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/B:Cb.mid
Db,IVm7-bVII7-Imaj7,F#m7-B7-Dbmaj7,Drop 2,Depressive,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/C#:Db.mid
C,IVm7-bVII7-Imaj7,Fm7-Bb7-Cmaj7,Drop 2,Joyful,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/C:B#.mid
Eb,IVm7-bVII7-Imaj7,Abm7-Db7-Ebmaj7,Drop 2,Love,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/D#:Eb.mid
D,IVm7-bVII7-Imaj7,Gm7-C7-Dmaj7,Drop 2,Delicate,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/D.mid
E,IVm7-bVII7-Imaj7,Am7-D7-Emaj7,Drop 2,Vital,Ionian,Dataset/Fundamental_progression/IVm7-bVII7-Imaj7/DropTwo/E:Fb.mid
